Estimations_SA1_h8_R100_  1,Estimations_SA1_h8_R100_  2,Estimations_SA1_h8_R100_  3,Estimations_SA1_h8_R100_  4,Estimations_SA1_h8_R100_  5,Estimations_SA1_h8_R100_  6,Estimations_SA1_h8_R100_  7,Estimations_SA1_h8_R100_  8,Estimations_SA1_h8_R100_  9,Estimations_SA1_h8_R100_ 10,Estimations_SA1_h8_R100_ 11,Estimations_SA1_h8_R100_ 12,Estimations_SA1_h8_R100_ 13,Estimations_SA1_h8_R100_ 14,Estimations_SA1_h8_R100_ 15,Estimations_SA1_h8_R100_ 16,Estimations_SA1_h8_R100_ 17,Estimations_SA1_h8_R100_ 18,Estimations_SA1_h8_R100_ 19,Estimations_SA1_h8_R100_ 20,Estimations_SA1_h8_R100_ 21,Estimations_SA1_h8_R100_ 22,Estimations_SA1_h8_R100_ 23,Estimations_SA1_h8_R100_ 24,Estimations_SA1_h8_R100_ 25,Estimations_SA1_h8_R100_ 26,Estimations_SA1_h8_R100_ 27,Estimations_SA1_h8_R100_ 28,Estimations_SA1_h8_R100_ 29,Estimations_SA1_h8_R100_ 30,Estimations_SA1_h8_R100_ 31,Estimations_SA1_h8_R100_ 32,Estimations_SA1_h8_R100_ 33,Estimations_SA1_h8_R100_ 34,Estimations_SA1_h8_R100_ 35,Estimations_SA1_h8_R100_ 36,Estimations_SA1_h8_R100_ 37,Estimations_SA1_h8_R100_ 38,Estimations_SA1_h8_R100_ 39,Estimations_SA1_h8_R100_ 40,Estimations_SA1_h8_R100_ 41,Estimations_SA1_h8_R100_ 42,Estimations_SA1_h8_R100_ 43,Estimations_SA1_h8_R100_ 44,Estimations_SA1_h8_R100_ 45,Estimations_SA1_h8_R100_ 46,Estimations_SA1_h8_R100_ 47,Estimations_SA1_h8_R100_ 48,Estimations_SA1_h8_R100_ 49,Estimations_SA1_h8_R100_ 50,Estimations_SA1_h8_R100_ 51,Estimations_SA1_h8_R100_ 52,Estimations_SA1_h8_R100_ 53,Estimations_SA1_h8_R100_ 54,Estimations_SA1_h8_R100_ 55,Estimations_SA1_h8_R100_ 56,Estimations_SA1_h8_R100_ 57,Estimations_SA1_h8_R100_ 58,Estimations_SA1_h8_R100_ 59,Estimations_SA1_h8_R100_ 60,Estimations_SA1_h8_R100_ 61,Estimations_SA1_h8_R100_ 62,Estimations_SA1_h8_R100_ 63,Estimations_SA1_h8_R100_ 64,Estimations_SA1_h8_R100_ 65,Estimations_SA1_h8_R100_ 66,Estimations_SA1_h8_R100_ 67,Estimations_SA1_h8_R100_ 68,Estimations_SA1_h8_R100_ 69,Estimations_SA1_h8_R100_ 70,Estimations_SA1_h8_R100_ 71,Estimations_SA1_h8_R100_ 72,Estimations_SA1_h8_R100_ 73,Estimations_SA1_h8_R100_ 74,Estimations_SA1_h8_R100_ 75,Estimations_SA1_h8_R100_ 76,Estimations_SA1_h8_R100_ 77,Estimations_SA1_h8_R100_ 78,Estimations_SA1_h8_R100_ 79,Estimations_SA1_h8_R100_ 80,Estimations_SA1_h8_R100_ 81,Estimations_SA1_h8_R100_ 82,Estimations_SA1_h8_R100_ 83,Estimations_SA1_h8_R100_ 84,Estimations_SA1_h8_R100_ 85,Estimations_SA1_h8_R100_ 86,Estimations_SA1_h8_R100_ 87,Estimations_SA1_h8_R100_ 88,Estimations_SA1_h8_R100_ 89,Estimations_SA1_h8_R100_ 90,Estimations_SA1_h8_R100_ 91,Estimations_SA1_h8_R100_ 92,Estimations_SA1_h8_R100_ 93,Estimations_SA1_h8_R100_ 94,Estimations_SA1_h8_R100_ 95,Estimations_SA1_h8_R100_ 96,Estimations_SA1_h8_R100_ 97,Estimations_SA1_h8_R100_ 98,Estimations_SA1_h8_R100_ 99,Estimations_SA1_h8_R100_100,Estimations_SA1_h8_R100_101
24284,19599,22439,20143,21641,23073,21532,23685,24952,23431,22159,23844,22710,23024,25728,20833,24217,23755,24573,21871,22653,23134,25396,21599,22116,26756,24531,24186,23965,21950,20432,22153,21509,21690,24808,23331,22574,23148,27823,24026,23386,23527,23481,24542,22792,24512,23792,24620,22576,21539,25774,21432,24514,22643,23752,24238,23237,24300,21952,21927,24334,23668,23212,22830,22836,24483,23120,22852,22800,21643,28729,24097,20076,22156,25699,26265,21891,24477,22494,21724,23710,22628,24249,21366,23482,24713,23696,24311,22864,26491,24031,22581,22960,20753,21790,22890,21884,22838,24226,21202,24062
24363,19614,22485,20147,21653,23155,21578,23738,24964,23548,22207,23948,22825,23236,25854,20951,24257,23792,24641,21909,22682,23152,25437,21636,22137,26764,24563,24231,24120,22020,20500,22227,21610,21767,24984,23374,22657,23243,27952,24132,23533,23554,23503,24610,22904,24532,23855,24682,22588,21615,25777,21459,24581,22715,23787,24287,23245,24340,21967,21967,24462,23695,23305,22839,22844,24486,23204,22897,22885,21683,28849,24229,20083,22184,25706,26601,21936,24619,22588,21779,23770,22675,24433,21376,23537,24719,23711,24470,22941,26570,24098,22632,22996,20771,22075,22890,21958,22884,24281,21202,24140
24443,19616,22527,20180,21678,23323,21608,23836,24972,23688,22245,24011,22942,23326,25935,21040,24265,23940,24656,21953,22715,23170,25520,21899,22177,26798,24568,24300,24285,22026,20636,22287,21707,21771,25099,23440,22762,23378,28099,24188,23643,23591,23587,24691,22938,24545,23971,24714,22590,21672,25811,21514,24663,22757,23817,24326,23298,24366,21987,21970,24609,23728,23414,22852,22874,24494,23285,22938,22887,21764,28961,24310,20100,22283,25731,26811,21951,24692,22636,21898,23786,22751,24564,21440,23600,24732,23759,24612,22962,26658,24136,22652,23012,20772,22268,22919,22030,22908,24344,21226,24220
24483,19650,22575,20183,21749,23438,21678,23950,25095,23805,22287,24030,23029,23447,26257,21141,24338,24161,24698,22008,22716,23300,25837,22084,22345,26869,24605,24386,24438,22077,20721,22347,21813,21797,25139,23501,22849,23499,28362,24193,23698,23592,23665,24710,22945,24566,24105,24732,22639,21729,25821,21591,24714,22801,23894,24360,23324,24413,22014,22086,24735,23791,23523,22874,22881,24508,23312,23013,22940,21840,29095,24326,20158,22424,25789,26944,21961,24731,22647,22043,23883,22803,24668,21472,23639,24809,23769,24711,22985,26737,24191,22681,23071,20780,22343,22969,22119,22954,24617,21264,24274
24554,19807,22629,20195,21818,23539,21809,24066,25104,23925,22392,24032,23055,23481,26467,21216,24606,24177,24755,22039,22737,23453,26008,22214,22536,26938,24669,24460,24558,22151,20742,22380,21862,21817,25265,23569,22927,23572,28628,24207,23700,23629,23698,25008,23005,24577,24257,24776,22688,21732,25865,21635,24775,22858,23899,24395,23340,24440,22058,22235,24774,23874,23599,22926,22899,24544,23539,23101,22987,21961,29166,24405,20262,22510,25846,27092,21966,24747,22654,22135,24029,22806,24688,21546,23673,24908,23841,24777,23034,26862,24341,22709,23135,20797,22355,22997,22219,23016,24853,21286,24326
24653,19984,22705,20212,21934,23568,21872,24145,25172,23965,22528,24033,23068,23487,26577,21314,24771,24183,24792,22109,22889,23460,26092,22275,22679,26962,24701,24494,24666,22176,20762,22436,21908,21914,25400,23645,22950,23776,28895,24257,23778,23674,23713,25219,23081,24674,24321,24885,22757,21734,25900,21671,24800,22922,23946,24428,23358,24468,22133,22340,24818,23950,23656,22969,22952,24586,23671,23169,23067,22021,29187,24497,20349,22550,25887,27221,21990,24856,22689,22239,24213,22810,24759,21629,23825,24998,23934,24825,23121,27000,24451,22735,23143,20829,22414,23007,22259,23063,24922,21298,24329
24689,20111,22759,20262,22072,23652,21909,24158,25266,24015,22651,24103,23135,23551,26651,21428,24879,24530,24801,22179,23005,23519,26103,22285,22774,26970,24704,24512,24805,22182,20773,22496,21995,22036,25538,23664,22967,23907,29103,24346,23830,23698,23737,25316,23188,24701,24327,24933,22781,21738,25998,21690,24851,22989,23975,24466,23417,24496,22226,22358,24821,24019,23840,23010,22986,24615,23759,23246,23103,22040,29203,24575,20403,22563,25927,27374,22013,24918,22734,22345,24337,22812,24828,21646,23843,25012,23985,24844,23220,27117,24497,22816,23157,20926,22473,23036,22301,23095,24958,21358,24331
24713,20191,22847,20318,22267,23669,21921,24239,25315,24067,22677,24265,23193,23583,26655,21548,24911,24810,24812,22266,23069,23622,26111,22340,22869,27026,24749,24610,24909,22265,20804,22539,22114,22138,25608,23673,22995,23960,29362,24391,23844,23717,23779,25392,23296,24724,24346,24941,22807,21794,26081,21698,24961,23045,24080,24502,23503,24553,22308,22400,24824,24078,23997,23014,23021,24618,23851,23288,23130,22136,29229,24608,20416,22598,26224,27497,22018,24974,22747,22507,24535,22818,24945,21698,23854,25019,24035,24870,23427,27230,24757,22855,23175,21026,22531,23079,22311,23107,24969,21435,24356
24774,20244,22872,20365,22425,23709,21963,24362,25341,24155,22689,24374,23229,23617,26682,21648,24937,24990,24824,22340,23126,23680,26139,22343,22870,27063,24750,24688,25049,22382,20818,22558,22137,22255,25635,23701,22998,23988,29510,24427,23873,23793,23790,25434,23322,24831,24739,24955,22811,21864,26115,21707,25083,23292,24099,24612,23570,24635,22369,22492,24861,24123,24075,23087,23059,24628,23910,23321,23191,22226,29251,24644,20426,22658,26463,27601,22037,25027,22752,22694,24629,23004,25051,21777,23886,25031,24067,24886,23683,27347,25027,22857,23206,21100,22554,23154,22330,23152,24995,21483,24425
24790,20311,22884,20385,22590,23746,22048,24474,25364,24308,22762,24480,23251,23691,26766,21714,24973,25119,24881,22409,23156,23759,26172,22380,22892,27090,24756,24726,25206,22497,20873,22558,22149,22385,25753,23706,23030,24012,29556,24465,23932,23844,23839,25504,23402,24920,24943,24967,22870,21923,26141,21802,25210,23411,24151,24783,23571,24776,22402,22536,24874,24130,24134,23185,23071,24686,23967,23415,23217,22278,29270,24684,20448,22731,26558,27785,22088,25080,22793,22896,24634,23203,25099,21830,23944,25045,24138,24909,23910,27426,25225,22857,23217,21136,22603,23260,22364,23176,25083,21520,24477
24819,20407,22981,20430,22686,23781,22062,24483,25377,24469,22854,24624,23305,23763,26890,21796,25028,25224,24960,22461,23205,23808,26265,22407,22965,27137,24803,24731,25388,22578,20958,22596,22198,22482,25798,23752,23032,24018,29629,24515,24002,23872,23896,25512,23522,24961,25028,24967,22873,21953,26211,21865,25254,23469,24241,24923,23572,24922,22414,22545,24949,24147,24195,23270,23093,24742,24016,23502,23236,22311,29298,24702,20532,22817,26598,27912,22243,25130,22842,23002,24697,23233,25138,21848,24018,25076,24285,24954,23925,27494,25304,22874,23246,21140,22640,23355,22395,23227,25162,21544,24486
24878,20548,23024,20486,22741,23850,22080,24506,25402,24603,22944,24735,23388,23885,27018,21900,25041,25303,25033,22559,23235,23835,26378,22441,23048,27205,24856,24744,25523,22609,21002,22615,22279,22680,25812,23795,23040,24025,29655,24621,24097,23904,23923,25569,23575,24989,25058,24977,22927,21988,26277,21872,25264,23480,24276,24960,23578,25028,22415,22551,25108,24200,24206,23307,23130,24787,24123,23563,23244,22339,29351,24704,20633,22822,26659,27973,22434,25137,22847,23118,24731,23330,25187,21910,24045,25134,24287,25002,24010,27561,25438,22931,23269,21146,22640,23417,22421,23249,25207,21624,24542
24964,20684,23031,20533,22784,23988,22123,24517,25406,24686,23040,24786,23466,23941,27105,22043,25079,25385,25106,22681,23267,23866,26529,22486,23119,27227,24945,24753,25809,22678,21027,22621,22361,22889,25841,23876,23068,24037,29682,24646,24161,24040,23933,25624,23606,25037,25095,24993,22972,22024,26390,21874,25292,23516,24287,25023,23589,25130,22497,22606,25260,24263,24227,23333,23213,24869,24153,23581,23248,22353,29376,24718,20788,22876,26756,28035,22609,25168,22853,23273,24743,23393,25250,21924,24067,25151,24348,25108,24121,27582,25549,23011,23297,21179,22710,23425,22456,23253,25208,21703,24616
24980,20812,23054,20568,22912,24196,22188,24540,25435,24698,23056,24833,23470,24005,27138,22210,25112,25448,25181,22778,23312,23905,26645,22598,23164,27238,25040,24760,26075,22718,21146,22686,22478,23206,25932,23926,23081,24047,29717,24695,24236,24162,24000,25694,23634,25082,25124,24997,23021,22087,26514,21877,25338,23626,24296,25063,23827,25220,22636,22718,25448,24290,24303,23380,23455,24951,24197,23723,23268,22404,29400,24737,20876,23003,26843,28182,22773,25262,22860,23410,24787,23497,25257,21993,24137,25188,24371,25253,24378,27674,25653,23045,23371,21199,22803,23452,22654,23284,25245,21723,24677
25005,20956,23164,20601,22964,24456,22277,24562,25482,24707,23249,24893,23541,24084,27196,22310,25113,25520,25210,22866,23323,23979,26711,22756,23208,27252,25088,24800,26216,22751,21246,22750,22657,23438,26046,23955,23096,24115,29806,24832,24306,24199,24069,25783,23690,25093,25144,24998,23097,22188,26623,21880,25435,23630,24312,25095,24051,25324,22752,22865,25540,24342,24364,23456,23660,25026,24265,23795,23278,22409,29423,24747,20886,23257,26927,28298,22807,25389,22884,23512,24817,23513,25279,22074,24225,25241,24390,25401,24611,27777,25779,23059,23444,21213,22929,23488,22723,23288,25275,21756,24685
25073,21090,23278,20658,22970,24641,22297,24628,25542,24806,23295,24966,23652,24153,27222,22428,25142,26025,25252,22926,23372,24111,26734,22939,23292,27268,25194,24851,26224,22754,21329,22796,22803,23564,26200,23976,23121,24166,29893,24947,24360,24266,24170,25835,23774,25101,25166,25015,23143,22271,26736,21903,25518,23639,24336,25217,24170,25362,22776,22944,25574,24389,24481,23477,23812,25053,24341,23855,23301,22474,29451,24787,20943,23406,27022,28326,22810,25507,22930,23583,24852,23567,25316,22126,24230,25260,24405,25497,24811,27904,25793,23092,23485,21302,23025,23496,22753,23315,25335,21765,24698
25075,21197,23400,20849,23021,24780,22321,24741,25552,24909,23322,25021,23793,24243,27228,22529,25200,26387,25266,22991,23421,24147,26795,23095,23384,27306,25204,24897,26249,22778,21392,22835,22921,23637,26294,24005,23148,24217,29967,25019,24421,24318,24248,25912,23810,25155,25181,25041,23218,22479,26828,21915,25544,23683,24340,25404,24218,25426,22782,22976,25610,24412,24565,23496,23927,25077,24384,23923,23310,22536,29517,24846,20979,23467,27063,28327,22870,25634,22993,23594,24925,23634,25340,22172,24275,25318,24408,25582,24949,28265,25866,23114,23498,21433,23062,23510,22778,23369,25458,21786,24720
25115,21206,23520,21014,23077,24876,22441,24823,25590,24954,23418,25031,23916,24342,27329,22654,25214,26680,25266,23064,23456,24167,26903,23301,23579,27317,25234,24939,26285,22808,21427,22901,22993,23711,26365,24058,23206,24278,30030,25042,24575,24394,24310,25992,23853,25180,25363,25053,23278,22606,26963,21941,25571,23711,24358,25531,24234,25442,22816,23011,25675,24446,24594,23564,24091,25094,24390,23928,23323,22537,29547,24861,20997,23520,27115,28384,22877,25708,23051,23620,24939,23717,25393,22186,24373,25403,24458,25620,25059,28564,25919,23167,23566,21709,23074,23529,22801,23432,25573,21882,24764
25189,21257,23559,21195,23161,24968,22566,24888,25624,25235,23529,25092,23944,24362,27394,22771,25264,26976,25279,23200,23538,24178,26982,23425,23736,27318,25258,24987,26321,22828,21499,22975,23061,23751,26466,24118,23227,24295,30042,25048,24661,24556,24351,26058,23918,25214,25561,25065,23323,22671,27092,21985,25577,23773,24363,25561,24247,25468,22951,23016,25748,24729,24605,23640,24248,25180,24411,23997,23393,22570,29593,24953,21088,23582,27159,28406,22958,25751,23118,23636,24940,23778,25464,22249,24461,25530,24474,25638,25108,28768,26050,23245,23678,21895,23105,23545,22808,23480,25646,22031,24766
25246,21304,23583,21322,23226,24983,22659,24949,25681,25347,23586,25164,24024,24376,27487,22837,25291,27181,25285,23239,23575,24209,26988,23509,23871,27341,25298,25065,26331,22832,21557,22994,23101,23839,26608,24139,23228,24325,30095,25067,24745,24670,24396,26130,23918,25222,25676,25068,23394,22771,27276,22044,25608,23816,24371,25564,24282,25516,22985,23030,25754,24951,24626,23744,24357,25265,24430,24131,23442,22609,29644,25017,21130,23644,27221,28489,23018,25765,23159,23684,24959,23841,25535,22259,24507,25600,24565,25678,25164,28846,26242,23322,23805,21985,23149,23581,22843,23492,25719,22164,24771
25251,21332,23611,21397,23280,24984,22685,25032,25843,25396,23598,25183,24093,24451,27513,22875,25626,27317,25291,23299,23634,24228,26997,23582,23953,27390,25310,25156,26334,22850,21559,22994,23373,23881,26767,24178,23238,24347,30156,25073,24786,24759,24454,26190,23964,25254,25775,25125,23467,22915,27391,22092,25625,23859,24392,25599,24308,25545,23013,23076,25818,25082,24638,23814,24833,25326,24467,24143,23510,22647,29715,25085,21242,23729,27241,28560,23038,25812,23168,23708,24982,23909,25599,22330,24625,25642,24633,25739,25221,28861,26269,23381,23904,22086,23171,23626,23275,23510,25736,22289,24795
25293,21361,23649,21462,23337,24999,22817,25120,25860,25428,23680,25204,24122,24582,27576,22883,25896,27472,25296,23337,23695,24229,27005,23651,23969,27475,25325,25161,26338,22858,21578,23030,23551,23925,26834,24204,23284,24390,30198,25077,24788,24817,24508,26220,23999,25289,25906,25184,23550,22994,27444,22099,25701,23951,24396,25675,24341,25574,23080,23096,25904,25174,24675,23900,25218,25400,24523,24155,23601,22653,29755,25463,21374,23832,27289,28612,23057,25846,23190,23741,24983,23952,25663,22363,24710,25649,24636,25790,25274,28954,26271,23445,23963,22152,23194,23695,23559,23558,25766,22363,24865
25361,21398,23678,21467,23341,25003,22954,25198,25925,25452,23751,25433,24158,24607,27699,22906,26038,27600,25312,23426,23780,24251,27015,23738,24026,27571,25333,25228,26357,22894,21645,23050,23622,23972,26924,24228,23333,24396,30207,25092,24821,25112,24533,26254,24066,25326,25984,25263,23607,23047,27447,22137,25788,24058,24479,25765,24366,25613,23083,23124,25960,25283,24679,24006,25372,25459,24561,24182,23698,22682,29817,25745,21433,23938,27364,28647,23097,25910,23242,23780,25003,24019,25801,22433,24821,25695,24682,25844,25306,29049,26317,23462,24096,22223,23240,23696,23771,23618,25774,22434,24878
25470,21446,23684,21598,23384,25041,23016,25231,26040,25494,23807,25637,24194,24649,27712,22920,26051,27703,25318,23598,23847,24303,27027,23751,24057,27672,25365,25288,26385,22895,21751,23077,23653,23997,27036,24244,23378,24406,30317,25128,24887,25306,24583,26278,24111,25390,26055,25328,23618,23096,27535,22225,25896,24163,24587,25832,24409,25677,23110,23141,25993,25456,24696,24055,25474,25527,24613,24194,23778,22717,29897,25939,21458,23999,27444,28649,23117,25934,23341,23801,25006,24070,25945,22476,24899,25708,24752,25887,25524,29072,26384,23473,24152,22305,23267,23766,23847,23692,25790,22520,24903
25598,21525,23724,21795,23454,25077,23030,25302,26116,25529,23844,25742,24207,24675,27737,22963,26096,27761,25332,23731,23871,24351,27042,23822,24058,27774,25419,25299,26542,22951,21866,23086,23677,24051,27135,24307,23398,24430,30634,25196,24953,25390,24613,26296,24160,25390,26111,25351,23661,23105,27573,22316,25935,24228,24789,25841,24444,25860,23181,23147,26014,25654,24718,24126,25589,25555,24633,24249,23847,22741,29972,26055,21489,24041,27508,28668,23147,25959,23398,23838,25022,24137,26103,22587,24970,25727,24761,25948,25656,29173,26452,23498,24155,22339,23268,23859,24017,23757,25804,22566,24965
25665,21600,23754,21988,23528,25115,23126,25360,26172,25592,23858,25767,24252,24676,27812,23026,26163,27789,25347,23789,23879,24415,27053,23888,24104,27849,25463,25306,26650,23001,21956,23098,23759,24188,27155,24442,23428,24440,30894,25279,24969,25432,24646,26298,24253,25422,26156,25367,23677,23148,27657,22411,26172,24317,24871,25867,24477,26001,23240,23204,26122,25843,24735,24181,25762,25579,24681,24250,24009,22769,30077,26182,21497,24103,27563,28725,23202,25959,23483,23844,25026,24185,26208,22648,25050,25936,24782,26004,25738,29293,26521,23517,24200,22404,23278,23929,24145,23866,25835,22578,25123
25722,21691,23869,22126,23672,25167,23202,25434,26192,25664,23869,25832,24284,24695,27960,23163,26186,27812,25361,23790,23910,24480,27062,23954,24196,27895,25506,25353,26665,23053,22044,23101,23877,24296,27162,24612,23474,24503,31095,25333,24986,25469,24650,26307,24616,25481,26201,25367,23745,23228,27662,22468,26359,24387,24931,25945,24539,26120,23270,23289,26204,25972,24758,24215,25990,25607,24702,24255,24128,22789,30154,26287,21551,24173,27623,28809,23218,25967,23540,23922,25064,24225,26294,22654,25177,26109,24847,26044,25807,29378,26589,23564,24294,22466,23294,24006,24301,23995,25904,22589,25294
25761,21737,23967,22243,23801,25208,23220,25532,26226,25856,23886,26128,24345,24736,28091,23269,26226,27816,25377,23840,23995,24494,27067,23961,24320,27925,25526,25399,26701,23107,22051,23114,24002,24298,27166,24739,23543,24566,31227,25356,25033,25526,24682,26307,24894,25544,26236,25389,23795,23381,27732,22520,26445,24457,24986,26033,24607,26196,23287,23355,26253,26097,24802,24244,26179,25738,24778,24272,24209,22794,30160,26305,21600,24219,28006,28887,23240,25995,23611,24020,25117,24265,26342,22692,25268,26244,24970,26154,25847,29605,26651,23575,24377,22522,23318,24071,24440,24096,25999,22602,25475
25885,21790,24055,22329,23903,25221,23228,25563,26290,26015,23919,26260,24373,24787,28199,23358,26273,27879,25418,23876,24071,24553,27086,23979,24414,27947,25534,25427,26811,23299,22063,23119,24103,24352,27221,24763,23580,24665,31338,25374,25194,25614,24696,26332,25055,25578,26272,25458,23830,23538,27783,22553,26467,24520,25000,26103,24733,26246,23353,23361,26292,26157,24855,24321,26358,25918,24833,24291,24255,22829,30167,26350,21624,24266,28316,28984,23280,26000,23672,24050,25236,24294,26357,22757,25324,26338,25083,26266,26004,29787,26661,23618,24428,22540,23379,24100,24520,24113,26130,22664,25612
25904,21853,24083,22422,24002,25299,23250,25582,26370,26134,23962,26266,24502,24803,28280,23470,26312,27962,25437,23913,24087,24605,27089,24001,24435,27960,25587,25457,26855,23471,22107,23122,24161,24434,27284,24815,23666,24703,31386,25427,25336,25691,24772,26419,25181,25586,26293,25521,23900,23828,27860,22556,26507,24522,25021,26140,24773,26278,23354,23428,26310,26181,24905,24477,26474,26072,24863,24332,24322,22883,30170,26433,21653,24311,28480,29011,23330,26023,23685,24137,25323,24323,26373,22791,25370,26386,25195,26379,26211,29871,26666,23628,24435,22540,23434,24125,24642,24155,26267,22781,25727
25940,21952,24087,22477,24140,25412,23300,25613,26441,26163,23987,26430,24593,24804,28291,23582,26383,27981,25445,23929,24177,24608,27112,24008,24461,28022,25667,25465,26865,23613,22132,23184,24212,24449,27372,24843,23799,24724,31394,25443,25426,25790,24891,26524,25332,25623,26336,25632,23911,24021,28052,22575,26588,24523,25108,26240,24776,26289,23368,23488,26353,26236,24920,24603,26564,26313,24900,24387,24395,22980,30204,26532,21691,24374,28565,29067,23331,26066,23689,24305,25589,24337,26407,22801,25404,26433,25288,26454,26325,29902,26682,23645,24467,22593,23539,24168,24936,24221,26403,22837,25819
25952,22078,24160,22486,24231,25536,23383,25852,26491,26191,24256,26614,24616,24840,28291,23662,26542,28203,25454,23984,24192,24693,27151,24083,24473,28128,25761,25499,26890,23800,22188,23224,24226,24464,27462,24864,23931,24745,31426,25579,25491,25864,25069,26590,25484,25654,26403,25708,24000,24055,28234,22628,26707,24545,25134,26277,24792,26332,23421,23512,26359,26272,24940,24633,26752,26487,24910,24428,24437,22981,30279,26542,21713,24410,28627,29129,23338,26114,23733,24439,25760,24354,26441,22855,25432,26474,25400,26513,26411,29943,26710,23654,24516,22914,23613,24173,25125,24242,26567,22855,25900
25961,22171,24173,22723,24376,25569,23539,25972,26538,26433,24494,26697,24633,24935,28323,23720,26624,28435,25497,24001,24291,24732,27184,24223,24482,28226,25840,25523,26929,23948,22216,23257,24277,24493,27532,24954,24031,24806,31447,25742,25496,25895,25304,26650,25665,25655,26526,25776,24054,24118,28355,22715,26814,24584,25196,26325,24814,26433,23469,23746,26390,26278,24959,24643,26826,26525,24947,24467,24471,23009,30389,26565,21725,24429,28707,29226,23341,26204,23797,24528,25899,24355,26509,22872,25452,26572,25437,26622,26468,29957,26737,23713,24701,23120,23615,24201,25248,24249,26655,22904,25977
25967,22238,24196,22886,24481,25585,23678,26023,26562,26541,24603,26744,24693,24983,28334,23816,26633,28527,25498,24032,24489,24794,27191,24301,24596,28295,25889,25602,26946,23991,22236,23373,24405,24506,27594,25026,24118,24834,31494,25789,25502,25907,25508,26677,25786,25684,26702,25807,24174,24127,28530,22819,26885,24646,25335,26417,24892,26514,23471,23784,26442,26293,24967,24667,26893,26527,25033,24523,24474,23079,30469,26609,21753,24443,28813,29334,23375,26267,23857,24571,25989,24395,26604,23033,25484,26691,25508,26734,26526,29966,26782,23728,24846,23247,23656,24218,25302,24305,26727,22907,26031
25983,22322,24318,22893,24555,25594,23683,26053,26564,26599,24625,26762,24707,25099,28362,23852,26701,28581,25504,24071,24673,24797,27208,24400,24599,28322,25890,25684,26962,24075,22311,23594,24517,24539,27610,25047,24133,24858,31584,25829,25538,25920,25564,26739,25812,25691,26836,25902,24321,24161,28690,22901,26978,24720,25406,26476,24978,26598,23496,23913,26468,26305,24994,24690,26895,26542,25096,24557,24520,23087,30508,26640,21773,24488,28958,29405,23375,26368,23933,24588,26093,24456,26727,23132,25515,26748,25532,26846,26552,29979,26787,23742,24883,23257,23711,24226,25328,24381,26806,22918,26053
26167,22392,24368,22932,24652,25632,23714,26130,26572,26727,24713,26769,24754,25155,28441,23892,26728,28583,25522,24111,24826,24818,27241,24442,24676,28347,25897,25788,27036,24075,22437,23725,24632,24572,27654,25076,24162,24954,31674,25891,25556,25952,25576,26743,25989,25726,26920,25962,24382,24276,28881,22921,27023,24807,25477,26499,25052,26636,23579,24003,26506,26311,25004,24738,26898,26571,25137,24570,24559,23103,30510,26667,21789,24549,29130,29493,23385,26426,24002,24603,26282,24557,26782,23159,25561,26764,25578,26988,26602,29995,26831,23794,24888,23313,23759,24257,25346,24409,26878,22956,26097
